NO,NAME,IP,GENDER,DESCRIPTION,DATE,COMMENT
155,Yaollll,江苏,f,对象:蔡徐坤 对象兄弟:NINEPERCENT 儿子:刘耀文 儿子对象:宋亚轩 篮球小男友:普尔,Wed Aug 02 00:40:07,生日快乐！要天天开心喔[送花花][送花花]@蔡徐坤
156,吧唧一口奎葵啊,甘肃,f,怪我自命清高 懒得满足你的喜好～ Cr：图片视频来源于网络 侵删！,Wed Aug 02 00:39:59,一眼见你  万物不及  生日快乐我的男孩@蔡徐坤   敬尔前路百平川  许尔自由岁岁安
157,旺仔小猫头子,北京,f,一只超爱kun的小ikun❤️,Wed Aug 02 00:41:02,生日快乐！@蔡徐坤
158,听奎奎的话-CENTer-02,广东,f,,Wed Aug 02 00:39:37,生日快乐宝贝[抱一抱]@蔡徐坤
159,美娜酱·,浙江,f,开心便是真谛  哈哈,Wed Aug 02 00:39:30,坤☷生日快乐！[打call][打call][打call][心][心][心][心]
160,HHAIKUN,重庆,f,等他出关,Wed Aug 02 00:39:22,@蔡徐坤  希望25岁的你能做你想做的 一定有人会支持你和爱你 祝生日快乐 平平安安
161,XxxxiaoCcc,山东,f,嘎,Wed Aug 02 00:58:32,生日快乐～kun@蔡徐坤
162,请多多早睡-,重庆,f,未曾谋面的终将会相遇,Wed Aug 02 00:57:40,大哥 生日快乐 天天开心[打call]
163,August麻迷,江西,f,葵奎妈,Wed Aug 02 00:55:48,@蔡徐坤 生日快乐呀🎂
164,想困不睡觉,江西,f,苏一一永远爱kongkong，要和kongkong永远永远在一起！（等蔡徐坤在骂人新歌回来版）,Wed Aug 02 01:02:22,天天开心
165,困在小狮子身边,山西,m,往后的路我陪你一起走,Wed Aug 02 01:13:29,我最爱的大狮子25岁生日快乐！
166,K-x18,贵州,f,KUN,Wed Aug 02 00:57:35,Hi!蔡徐坤 今天是我喜欢你的第2001天 谢谢你 成为我阴暗世界的一束光 因为你 我变得更加自信 我想对你说 别怕 爱你的人一直在 我希望你可以站上更大的舞台 成为更优秀的原创音乐人 创作出更优秀的作品 我喜欢看到在舞台上闪闪发光的你 祝你25岁生日快乐 天天开心 过去的就让它过去吧 KUN&IKUN@蔡徐坤
167,KARINA-WINK,广东,f,蔡徐坤的IKUN    August_KUN 原ID:蔡玖涵,Wed Aug 02 00:56:55,@蔡徐坤 要开心，不止是生日
168,Mrs龙0802,广西,f,未曾谋面的也终将会相遇！,Wed Aug 02 01:11:09,坤哥生日快乐🎂我们一直都在，永远爱你！[心][心][心]
169,想困不睡觉,江西,f,苏一一永远爱kongkong，要和kongkong永远永远在一起！（等蔡徐坤在骂人新歌回来版）,Wed Aug 02 01:02:46,生日快乐
170,KUN姐82,新加坡,f,谢谢你的关注😘未曾谋面的也将会相遇😘,Wed Aug 02 01:09:14,坤坤  我想你了[失望][失望]
171,KUN-甜七,河南,f,喜欢你嘛！有始有终！请一起走下去吧，我们！,Wed Aug 02 01:01:38,让过去过去，让未来到来，@蔡徐坤 25岁生日快乐，热爱依在，爱意仍在
172,KUN姐82,新加坡,f,谢谢你的关注😘未曾谋面的也将会相遇😘,Wed Aug 02 01:08:48,生日快乐我的坤宝[爱你]
173,KUN姐82,新加坡,f,谢谢你的关注😘未曾谋面的也将会相遇😘,Wed Aug 02 01:08:33,陪你度过生日的第二年[心]真的很希望天天看到你的笑容，天天开心的样子[爱你]生日快乐我的坤宝
174,Kingdom_KUN,湖南,f,蔡徐坤,Wed Aug 02 01:00:55,大哥生日快乐！！！Love never fails. 一直在，一直爱💙@蔡徐坤
175,今天可以不熬夜了吗,甘肃,f,KUN和IKUN是永远在一起的🎀💞☝🏻,Wed Aug 02 00:54:54,你要一直开开心心快快乐乐[心]
176,猫与岛葵-KUN,江西,f,唯,Wed Aug 02 00:59:47,这是一个不断地与自己握手，与自己和解的一个过程。
177,wclean_,河南,f,活着,Wed Aug 02 00:50:47,蔡徐坤25岁生日快乐🎂！
178,ddd妍ddd,湖南,f,就喜欢蔡徐坤,Wed Aug 02 00:55:10,生日快乐[送花花][抱一抱][送花花][抱一抱]
179,ddd妍ddd,湖南,f,就喜欢蔡徐坤,Wed Aug 02 00:55:06,生日快乐[抱一抱][送花花][送花花][抱一抱][抱一抱][送花花]
180,多少整点儿,河南,f,你一定能够成为你想要去成为的人,Wed Aug 02 00:52:17,宝贝生日快乐天天开心！
181,多少整点儿,河南,f,你一定能够成为你想要去成为的人,Wed Aug 02 00:50:10,生日快乐宝贝
182,色坤头子,重庆,f,,Wed Aug 02 00:53:56,我爱你！你要一直快乐！要好好生活好好照顾自己！我的宝贝 生日快乐！！[蛋糕][蛋糕][蛋糕]！我们一直都在！永远！@蔡徐坤
183,KUN的绝世大猛攻,四川,f,玄学爱好者,Wed Aug 02 00:59:57,永远爱你
184,猫与岛葵-KUN,江西,f,唯,Wed Aug 02 00:59:42,未必是专业的人，你要知道，我们身边就是会有各种各样的人在观察你、跟你相处。
185,小鲤ki,湖南,f,困困天下第一,Wed Aug 02 00:54:09,小坤生日快乐啦[心]
186,ddd妍ddd,湖南,f,就喜欢蔡徐坤,Wed Aug 02 00:54:48,生日快乐[送花花][送花花][送花花]
187,朴实无huaaaa的某博用户,山西,f,,Wed Aug 02 01:33:33,生日快乐宝宝[抱一抱] KUN&IKUN forever！
188,梦想不是来想的而是来拼的,浙江,m,甜甜的爱，只有你☞坤。,Wed Aug 02 00:54:04,生日快乐宝贝坤[鲜花]
189,渔舟渡雪,河南,f,别来烦我,Wed Aug 02 01:00:48,你好25岁的蔡徐坤，我在河南祝你生日快乐🎂今天请寿星喝个胡辣汤，河南爱坤在等你的巡演，陪伴是最长情的告白 KUN&IKUN FOREVER💞生日快乐🎂
190,猫与岛葵-KUN,江西,f,唯,Wed Aug 02 00:57:41,And always stay positive.Always stay happy you know.
191,ddd妍ddd,湖南,f,就喜欢蔡徐坤,Wed Aug 02 00:55:02,生日快乐[抱一抱][抱一抱][送花花][抱一抱]
192,猫与岛葵-KUN,江西,f,唯,Wed Aug 02 00:57:44,"Cause I’m always here for you, always."
193,猫与岛葵-KUN,江西,f,唯,Wed Aug 02 00:57:33,Don’t give up your smile. Keep the positive energy.
194,我可不想听,陕西,m,事儿太多，回归三次元一段时间。会一直支持他。,Wed Aug 02 01:53:54,你知道吗？没有一个8月会重复到来，但8月肯定会来，渐渐知道自己不是无所不能的，这没有关系，我们还可以拥有最小的勇气，一次次，走入葵花园，重逢与相遇。[抱一抱]
195,kk泡芙星球杯,安徽,f,做一个勇敢的人,Wed Aug 02 00:56:18,生日快乐 不止今天
196,猫与岛葵-KUN,江西,f,唯,Wed Aug 02 00:57:37,Trust yourself and love yourself.
197,endlesslove_82,广西,f,爱人如己,Wed Aug 02 01:17:02,谢谢你住进我的青春 未来我们也继续陪伴彼此[心]生日快乐
198,神采奕奕的R,江苏,f,凡是过往 皆为序章,Wed Aug 02 01:18:02,生日快乐🎂
199,抠duang对身体好,浙江,f,花花世界 静守己心,Wed Aug 02 00:57:44,天天开心
200,ddd妍ddd,湖南,f,就喜欢蔡徐坤,Wed Aug 02 00:54:58,生日快乐[送花花][送花花][送花花][抱一抱]
201,-奎味饼干,广西,m,,Wed Aug 02 01:38:14,8月会越来越好的[哈哈][抱抱]@蔡徐坤
202,CAIKUNXUE,福建,f,不想走出迷宫的人，就让她们留在歌里,Tue Oct 03 14:02:19,彤彤[拜拜]
203,十个冰淇淋,山东,f,我也是你星球的一部分吗？ ——当然,Wed Aug 02 00:30:11,陪你度过的第六个生日啦，25岁生日快乐呀小坤，我们快点见面吧
204,给您嘉个蔡,湖北,f,我的枪只对准可爱的人！,Wed Aug 02 00:31:25,我仍守着花海，等你归来
205,妞子小影,重庆,f,《I wanna get love》💙All of music All of kun,Wed Aug 02 00:32:32,带着蛋糕走遍评论区 http://t.cn/A60pnYdr
206,十个冰淇淋,山东,f,我也是你星球的一部分吗？ ——当然,Wed Aug 02 00:30:16,@蔡徐坤
207,bobo的快乐小窝,江苏,f,,Wed Aug 02 00:31:25,生日快乐🎂🎂
208,-郜郜i幼恩呐,陕西,f,𝑺𝒉𝒂𝒓𝒊𝒏𝒈 𝒍𝒐𝒗𝒆🖤,Wed Aug 02 00:32:31,恭喜你！开启long game新副本，接下来的路，我们一起打怪升级！@蔡徐坤 25岁生日快乐！！
209,行將就鍷了,河南,f,开学（闭关修炼）,Wed Aug 02 00:32:27,生日快乐[彩虹屁][彩虹屁]
210,吧唧802口蔡徐坤,内蒙古,f,未曾谋面的终将会相遇@蔡徐坤,Wed Aug 02 00:32:43,陪你的第六年，生日快乐🎂我们一直在一直爱你！[心]@蔡徐坤
211,困困天使·,广东,f,关你屁事,Wed Aug 02 00:32:57,@蔡徐坤 陪你过的第六个生日快乐啦～好快呀 快快演唱会见面吧[心][心][心]
212,piKriK-8-2,江苏,f,PiCriK  ：“我偏爱他且热爱他没有例外”,Wed Aug 02 00:34:39,生日快乐宝贝，我们一直都在
213,魑魅魍魉鬽魁魃鬾鬿魋,广西,f,唯一 @蔡徐坤,Wed Aug 02 00:34:32,我们快点见面吧[泪]
214,小菲不吃蛋炒饭,广西,f,镇魂|肩并肩。,Wed Aug 02 00:34:24,生日快乐身体健康万事顺遂
215,闪耀蔡蔡,广东,f,没办法我就是爱你@蔡徐坤,Wed Aug 02 00:40:09,KUN&IKUN IS FOREVER@蔡徐坤 [心]
216,芒哩啾葵_抢到门票版,湖北,f,祝你在乱流下平安,Wed Aug 02 00:32:56,㊗️坤坤宝生日快乐！🎂希望我们一直开心，25岁生日快乐！！永远爱你！！要开心要幸福要平平安安健健康康  要向前看[泪] 期待下一场演唱会 会一直等你的宝宝[心][心][心][心][心]
217,猫价临奏,四川,f,夢的終點是花開滿城,Wed Aug 02 00:32:55,25岁的你依旧是ikun眼中的小朋友 生日快乐蔡徐坤小朋友！记得吃甜甜的大蛋糕🎂@蔡徐坤
218,HHAIKUN,重庆,f,等他出关,Wed Aug 02 00:39:57,@蔡徐坤  希望25岁的你能做你想做的 一定有人会支持你和爱你 祝 生日快乐 平平安安
219,猫价临奏,四川,f,夢的終點是花開滿城,Wed Aug 02 00:39:31,每个阶段的你我都很喜欢 要继续成长 生日快乐我的宝贝@蔡徐坤
220,小困贩卖铺,福建,f,超级喜欢KUN的女孩子💕,Wed Aug 02 00:39:21,精心挑选一支花，翻山越岭也要送给你🌹生日快乐🌹
221,楊楊YOUNG樂多-钱兔似锦版,四川,f,"I'm just a folk,I had mood swings.💞",Wed Aug 02 00:31:36,生日快乐🎂@蔡徐坤
222,歌迷代表_,河南,f,爱人如己,Wed Aug 02 00:32:04,生日快乐徐坤[打call]@蔡徐坤
223,芝士乌龙味云朵,上海,f,许的愿望都会实现 @蔡徐坤,Wed Aug 02 00:32:33,出息了我们冰淇淋
224,·LIu-KUN·,山东,f,你会等吗,Wed Aug 02 00:32:44,嗨25岁的蔡徐坤 祝你生日快乐 这么快就迎来了你的25岁 愿你时刻都有勇往直前的勇气 活得热烈 坦荡
225,这次一定能及格,河北,f,除了坤饭其他的吃不了,Wed Aug 02 00:37:04,要成为更好的人呀[抱一抱]
226,八玥海葵,广东,f,𝑰 𝒅̶𝒐̶𝒏̶'̶𝒕̶ 𝒎𝒊𝒔𝒔 𝒚𝒐𝒖 𝒂̶𝒏̶𝒚̶𝒎̶𝒐̶𝒓̶𝒆̶,Wed Aug 02 00:32:39,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
227,小葵睡懒觉kK,广东,f,𝙆𝙐𝙉&𝙄𝙆𝙐𝙉,Wed Aug 02 00:32:33,生日快乐哥哥！！天天开心[蛋糕]@蔡徐坤
228,Augety-KUN,陕西,f,毒唯 不站队 好说话 劝删会滑跪 有错就改 好人一个 骂他sj我的都丝掉了,Wed Aug 02 00:32:33,生日快乐 快快见面
229,Nice2cu-K,内蒙古,f,KUN＆IKUN,Wed Aug 02 00:32:19,喜欢听你的歌 做你一辈子的歌迷 生日快乐@蔡徐坤
230,给您嘉个蔡,湖北,f,我的枪只对准可爱的人！,Wed Aug 02 00:31:38,生日快乐 永远快乐[哈哈]
231,多爱蔡蔡一点叭,陕西,f,蔡徐坤,Wed Aug 02 00:31:20,生日快乐🎂🎂
232,-仙九o,福建,f,萬事勝意,Wed Aug 02 00:37:42,生日快乐 万事胜意 在期待下次见面@蔡徐坤
233,August麻迷,江西,f,葵奎妈,Wed Aug 02 00:51:05,生日快乐坤哥🎂
234,小困贩卖铺,福建,f,超级喜欢KUN的女孩子💕,Wed Aug 02 00:50:20,"If you need me,I will be your side.生日快乐🎂"
235,煎葵果子,湖北,f,爱与猜忌不同生,Wed Aug 02 01:12:57,愿你自由如旷野，活得热烈，活得甘愿！KUN25岁生日快乐🎂
236,月半弯妞妞,重庆,f,麻麻爱你,Wed Aug 02 01:45:09,生日快乐[春游家族]
237,千山慕坤,广东,m,,Wed Aug 02 00:35:36,我在花海等你回来一起快乐[蛋糕][蛋糕][蛋糕][蛋糕]@蔡徐坤
238,千山慕坤,广东,m,,Wed Aug 02 00:35:45,生日快乐
239,絕美蔡色,北京,f,2021年7月17日蔡徐坤《迷》个人巡回演唱会北京站，2023年6月3日蔡徐坤《迷》巡回演唱会澳门场到场歌迷絕美蔡色。,Wed Aug 02 00:47:59,给我蹭蹭
240,喵喵初遇82,中国台湾,f,相信自己 成为你自己🦁,Wed Aug 02 08:05:14,你在 家在 我在❤️生日快乐@蔡徐坤
241,一年都很困,广东,f,未曾谋面的终将会相遇,Wed Aug 02 00:33:45,生日快乐！@蔡徐坤
242,它有一个你,河南,f,保持很多热爱，和一点点野心 ❤️里有一个你,Wed Aug 02 00:36:05,第六个，生日快乐
243,82号玫瑰岛,浙江,f,奔赴金海💛,Wed Aug 02 01:00:05,一起过的第四个生日，以后还要一起过好多个，会一直支持你，陪着你的，永远有人爱你@蔡徐坤 http://t.cn/A60pu9IH
244,想看82场雪-,湖南,f,光而不耀 与光同尘,Wed Aug 02 07:28:18,25岁生日快乐
245,HHAIKUN,重庆,f,等他出关,Wed Aug 02 00:33:41,@蔡徐坤  希望25岁的你能做你想做的 一定有人会支持你和爱你 祝生日快乐 平平安安[送花花]
246,AK小舒,江西,f,谢谢你住进我的青春❤️,Wed Aug 02 23:26:13,坤坤生日快乐，我们等你回家[抱一抱][蛋糕]
247,heliotrope--cxk,湖南,m,“感谢在这场青春连续剧里遇到了那个素未谋面的蔡徐坤”,Wed Aug 02 05:18:02,我一直在[抱抱][抱抱]@蔡徐坤
248,池鱼厶-S,江西,f,2023.6.3蔡徐坤《迷》巡回演唱会澳门场，2023.6.25蔡徐坤《迷》巡回演唱会曼谷场到场歌迷。,Wed Aug 02 00:31:45,平安顺遂！！
249,kkk薇湖,河南,f,爱人如己,Wed Aug 02 00:31:36,祝坤哥25岁生日快乐，在以后追求音乐的路上越来越顺，生活开开心心。又一年一起过生日记得吃蛋糕🎂🎂😘😘[爱你]
250,只为你摘星-,河北,f,会一直听你唱歌的🎤,Wed Aug 02 02:09:34,陪你的第六个生日@蔡徐坤 [抱抱][举手][举手][抱抱]
251,RuleKun,陕西,f,I miss the days when I wasn't so faded.,Wed Aug 02 07:33:58,生日快乐宝宝生日快乐！永远快乐
252,出彩漫冬惜葵子,广东,f,KUN,Wed Aug 02 00:33:07,一直都在～ http://t.cn/A60pnQiX
253,迷人雪纳瑞k,河北,f,唯粉,Wed Aug 02 01:46:29,等你@蔡徐坤
254,DuoDuo好困,河南,f,,Wed Aug 02 10:17:01,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
255,礼貌大直囡_,广东,f,耀眼的爱穿过胸膛，孤傲的玫瑰刺进心脏.,Wed Aug 02 01:26:52,一直在！
256,IKUNTIN,湖南,f,Always stay positive and always stay happy.,Wed Aug 02 01:45:06,生日快乐 @蔡徐坤
257,礼貌大直囡_,广东,f,耀眼的爱穿过胸膛，孤傲的玫瑰刺进心脏.,Wed Aug 02 01:26:11,生日快乐！
258,納馋_k,广东,f,,Wed Aug 02 00:32:21,生日快乐
259,翻我牌,广东,f,,Wed Aug 02 01:20:56,生日快乐[心]
260,_1xv,广东,m,记忆碎片 极度荒漠 可谓  少管我 我快乐就行,Wed Aug 02 17:10:54,特别喜欢你
261,麻说你是个好宝宝,山东,m,精神洁癖严重患者,Wed Aug 02 01:23:44,快点见面吧
262,_1xv,广东,m,记忆碎片 极度荒漠 可谓  少管我 我快乐就行,Wed Aug 02 17:10:50,生日快乐
263,_1xv,广东,m,记忆碎片 极度荒漠 可谓  少管我 我快乐就行,Wed Aug 02 17:10:47,宝宝天天开心[抱抱]
264,葵小包包蔡-K,湖南,f,花花世界 静守已心,Wed Aug 02 01:02:07,生日快乐
265,八月雨August,福建,f,baby just hug me hug me,Wed Aug 02 01:01:18,下个生日还一起过！
266,第六季节288991,广东,m,大学生,Wed Aug 02 01:18:26,平安健康@蔡徐坤 [心][心]
267,彩垚三金,新疆,f,I' m always here for you！,Wed Aug 02 01:03:50,早日见面！
268,FIFI八月的KUN,湖北,f,我的小王子，无畏又美丽2018040622392147640887,Wed Aug 02 23:33:30,坤坤要多喝水
269,KARINA-WINK,广东,f,蔡徐坤的IKUN    August_KUN 原ID:蔡玖涵,Wed Aug 02 00:56:14,生日快乐，我们等你
270,自由恋爱自由追星,广东,f,喜欢蔡徐坤第六年,Fri Aug 04 09:10:02,下个生日还一起过
271,Guyinuo_KUN,上海,f,未曾谋面的也终将会相遇。 最爱IKUN和KUN,Wed Aug 02 11:17:54,快快见面吧崽崽
272,沈柔坤·KUN,江苏,f,,Wed Aug 02 22:03:53,生日快乐不止今天@蔡徐坤
273,涵涵譯_蔡徐坤angel,四川,f,当蓝玫瑰绽放时，光总会照耀在他的身上,Wed Aug 02 11:20:49,爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
274,FIFI八月的KUN,湖北,f,我的小王子，无畏又美丽2018040622392147640887,Wed Aug 02 23:32:50,超级喜欢你的坤坤
275,为正义而战sss,湖南,f,,Wed Aug 02 23:15:35,姐妹们：加油！让生日博评论满百万[心][心][心]
276,迪坤大奎,江西,f,,Thu Aug 03 00:44:48,快点见面吧@蔡徐坤
277,FIFI八月的KUN,湖北,f,我的小王子，无畏又美丽2018040622392147640887,Wed Aug 02 23:33:19,坤坤要多吃点
278,开心的榴莲大王,福建,m,镇魂｜别来说教 你也配。。。,Wed Aug 02 23:17:16,一直有人爱你 有人一直爱你@蔡徐坤
279,FIFI八月的KUN,湖北,f,我的小王子，无畏又美丽2018040622392147640887,Wed Aug 02 23:33:14,坤坤，要开心哦
280,碗盆炸炸,湖南,f,滚,Wed Aug 02 00:59:46,见面！！！
281,FIFI八月的KUN,湖北,f,我的小王子，无畏又美丽2018040622392147640887,Wed Aug 02 23:33:07,啊啊啊啊哦真的真的很喜欢你哦
282,私奔去马代-,安徽,f,未曾谋面的也终将会相遇……,Wed Aug 02 12:47:00,别怕 我们一直都在[心]
283,K_不痛不痒不变,湖南,f,静守己心,Wed Aug 02 10:49:12,一定要快点见面
284,_公主裙_,湖南,f,蔡徐坤,Wed Aug 02 07:26:13,@蔡徐坤
285,FIFI八月的KUN,湖北,f,我的小王子，无畏又美丽2018040622392147640887,Wed Aug 02 23:32:58,超级想你，坤坤
286,7K芒果冰,江苏,m,,Wed Aug 02 22:57:05,生日快乐！蛋糕很甜[抱一抱] http://t.cn/A60O4mZO
287,疯批美女已发疯,重庆,f,……………………,Wed Aug 02 10:26:35,生日快乐坤
288,蔡蔡要平安,云南,f,外求 转向 内求,Wed Aug 02 09:24:04,Happy Birthday to KUN！25岁生日快乐坤哥。今天是我们一起度过的第1887天，陪你的第5个生日。我们永远相信你！一直在，一直爱！愿你天天开心，平安顺遂@蔡徐坤
289,疯批美女已发疯,重庆,f,……………………,Wed Aug 02 10:26:24,生日快乐宝贝
290,菜饱饱睡不够,福建,f,🤍,Wed Aug 02 09:08:51,生日快乐，希望你天天开心！
291,笨蛋小猫咪_在线求哥抱,山东,f,我需要一个拥抱,Wed Aug 02 00:42:50,我仍守着花海等你归来@蔡徐坤 要开心哦
292,只为你摘星-,河北,f,会一直听你唱歌的🎤,Wed Aug 02 14:00:19,你在 家在 我在❤️生日快乐
293,阿彩我们都熬过来了,福建,f,,Wed Aug 02 09:46:39,下次见面一定是体面的[打call]@蔡徐坤
294,嘟比小困,北京,f,从灰烬中重生吧 于你 也于我,Wed Aug 02 09:49:33,快点见面啊！！！
295,只为你摘星-,河北,f,会一直听你唱歌的🎤,Wed Aug 02 14:00:14,我是你用爱浇灌的玫瑰呀 只为你盛放[鲜花]生日快乐
296,土土不要木木,江苏,f,爱人如己@木木爱向日葵,Wed Aug 02 21:45:57,恭喜你！开启long game新副本，接下来的路，我们一起打怪升级！@蔡徐坤 25岁生日快乐！[心]
297,困c泡芙,广东,f,(๑•॒̀ ູ॒•́๑)啦啦啦 kun&ikun,Wed Aug 02 22:47:27,生日快乐 play the long game[鲜花]
298,姜玖-森陌-CY,江西,f,哈哈哈哈哈哈,Wed Aug 02 22:31:37,生日快乐🎂
299,只为你摘星-,河北,f,会一直听你唱歌的🎤,Wed Aug 02 14:00:11,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
300,我会爱你K,陕西,f,好想坤坤好想坤坤好想坤坤😭,Fri Aug 04 14:55:13,想见面想约会[泪][泪][泪]
301,BEMYLION,陕西,f,一起《修行》。,Wed Aug 02 22:34:05,你闪闪发亮的同时也要平平安安❤️生日快乐！
302,跟着坤坤有糖吃cxk,安徽,f,贼喜欢我家坤坤啊,Wed Aug 02 09:33:36,永远陪着你哦@蔡徐坤
303,困困小羊zZy,重庆,f,想抱紧之后 就永远不再放手@蔡徐坤,Wed Aug 02 09:20:15,生日快乐
304,-困宝-,福建,f,我在白日梦的尽头等你,Wed Aug 02 00:30:10,是8月2日 是你的25岁 是陪你的又一年 生日快乐我的坤@蔡徐坤 🥳
305,-困宝-,福建,f,我在白日梦的尽头等你,Wed Aug 02 00:31:23,@蔡徐坤 爱你
306,-郜郜i幼恩呐,陕西,f,𝑺𝒉𝒂𝒓𝒊𝒏𝒈 𝒍𝒐𝒗𝒆🖤,Wed Aug 02 00:33:43,恭喜你！开启long game新副本，接下来的路，我们一起打怪升级！@蔡徐坤 25岁生日快乐！！！
